Disease,Description,Total_Symptoms,All_Symptoms,Symptom_1,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Average_Symptom_Weight,Max_Symptom_Weight,Min_Symptom_Weight,Symptom_10_Weight,Symptom_11_Weight,Symptom_12_Weight,Symptom_13_Weight,Symptom_14_Weight,Symptom_15_Weight,Symptom_16_Weight,Symptom_17_Weight,Symptom_1_Weight,Symptom_2_Weight,Symptom_3_Weight,Symptom_4_Weight,Symptom_5_Weight,Symptom_6_Weight,Symptom_7_Weight,Symptom_8_Weight,Symptom_9_Weight,Total_Symptom_Weight,Average_Symptom_Weight,Max_Symptom_Weight,Min_Symptom_Weight,Total_Symptom_Weight,Weight_Std,All_Precautions,Precaution_1,Precaution_2,Precaution_3,Precaution_4
Psoriasis,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",6,"skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails",skin_rash,,,,,,,,,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,,,,2.5,3.0,2.0,,,,,,,,,3,3.0,3.0,2.0,2.0,2.0,,,,15.0,2.5,3.0,2.0,15.0,0.5477225575051661,"wash hands with warm soapy water, stop bleeding using pressure, consult doctor, salt baths",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Impetigo,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.",5,"skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze",skin_rash,,,,,,,,,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,,,,,3.8,7.0,2.0,,,,,,,,,3,7.0,4.0,2.0,3.0,,,,,19.0,3.8,7.0,2.0,19.0,1.9235384061671346,"soak affected area in warm water, use antibiotics, remove scabs with wet compressed cloth, consult doctor",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Fungal infection,"In humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle. Fungi can live in the air, soil, water, and plants. There are also some fungi that live naturally in the human body. Like many microbes, there are helpful fungi and harmful fungi.",4,"itching, skin_rash, nodal_skin_eruptions, dischromic _patches",itching,,,,,,,,,skin_rash,nodal_skin_eruptions,dischromic _patches,,,,,,2.6666666666666665,4.0,1.0,,,,,,,,,1,3.0,4.0,,,,,,,8.0,2.6666666666666665,4.0,1.0,8.0,1.5275252316519465,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
Allergy,"An allergy is an immune system response to a foreign substance that's not typically harmful to your body.They can include certain foods, pollen, or pet dander. Your immune system's job is to keep you healthy by fighting harmful pathogens.",4,"continuous_sneezing, shivering, chills, watering_from_eyes",continuous_sneezing,,,,,,,,,shivering,chills,watering_from_eyes,,,,,,4.0,5.0,3.0,,,,,,,,,4,5.0,3.0,4.0,,,,,,16.0,4.0,5.0,3.0,16.0,0.816496580927726,"apply calamine, cover area with bandage, use ice to compress itching",apply calamine,cover area with bandage,,use ice to compress itching
GERD,"Gastroesophageal reflux disease, or GERD, is a digestive disorder that affects the lower esophageal sphincter (LES), the ring of muscle between the esophagus and stomach. Many people, including pregnant women, suffer from heartburn or acid indigestion caused by GERD.",6,"stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain",stomach_pain,,,,,,,,,acidity,ulcers_on_tongue,vomiting,cough,chest_pain,,,,4.666666666666667,7.0,3.0,,,,,,,,,5,3.0,4.0,5.0,4.0,7.0,,,,28.0,4.666666666666667,7.0,3.0,28.0,1.3662601021279464,"avoid fatty spicy food, avoid lying down after eating, maintain healthy weight, exercise",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
Chronic cholestasis,"Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases",7,"itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes",itching,,,,,,,,,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,,,3.7142857142857144,5.0,1.0,,,,,,,,,1,5.0,3.0,5.0,4.0,4.0,4.0,,,26.0,3.7142857142857144,5.0,1.0,26.0,1.3801311186847085,"cold baths, anti itch medicine, consult doctor, eat healthy",cold baths,anti itch medicine,consult doctor,eat healthy
Drug Reaction,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,5,"itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination",itching,,,,,,,,,skin_rash,stomach_pain,burning_micturition,spotting_ urination,,,,,3.75,6.0,1.0,,,,,,,,,1,3.0,5.0,6.0,,,,,,15.0,3.75,6.0,1.0,15.0,2.217355782608345,"stop irritation, consult nearest hospital, stop taking drug, follow up",stop irritation,consult nearest hospital,stop taking drug,follow up
Peptic ulcer diseae,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",6,"vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching",vomiting,,,,,,,,,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,,,,4.5,5.0,4.0,,,,,,,,,5,5.0,4.0,4.0,5.0,4.0,,,,27.0,4.5,5.0,4.0,27.0,0.5477225575051661,"avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
AIDS,"Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.",4,"muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts",muscle_wasting,,,,,,,,,patches_in_throat,high_fever,extra_marital_contacts,,,,,,5.25,7.0,3.0,,,,,,,,,3,6.0,7.0,5.0,,,,,,21.0,5.25,7.0,3.0,21.0,1.707825127659933,"avoid open cuts, wear ppe if possible, consult doctor, follow up",avoid open cuts,wear ppe if possible,consult doctor,follow up
Diabetes ,,10,"fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria",fatigue,polyuria,,,,,,,,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,4.1,5.0,2.0,4.0,,,,,,,,4,3.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,41.0,4.1,5.0,2.0,41.0,0.9944289260117533,"have balanced diet, exercise, consult doctor, follow up",have balanced diet,exercise,consult doctor,follow up
Gastroenteritis,"Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .",4,"vomiting, sunken_eyes, dehydration, diarrhoea",vomiting,,,,,,,,,sunken_eyes,dehydration,diarrhoea,,,,,,4.5,6.0,3.0,,,,,,,,,5,3.0,4.0,6.0,,,,,,18.0,4.5,6.0,3.0,18.0,1.2909944487358056,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
Bronchial Asthma,"Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working.",6,"fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum",fatigue,,,,,,,,,cough,high_fever,breathlessness,family_history,mucoid_sputum,,,,4.666666666666667,7.0,4.0,,,,,,,,,4,4.0,7.0,4.0,5.0,4.0,,,,28.0,4.666666666666667,7.0,4.0,28.0,1.2110601416389966,"switch to loose cloothing, take deep breaths, get away from trigger, seek help",switch to loose cloothing,take deep breaths,get away from trigger,seek help
Hypertension ,,5,"headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration",headache,,,,,,,,,chest_pain,dizziness,loss_of_balance,lack_of_concentration,,,,,4.2,7.0,3.0,,,,,,,,,3,7.0,4.0,4.0,3.0,,,,,21.0,4.2,7.0,3.0,21.0,1.6431676725154984,"meditation, salt baths, reduce stress, get proper sleep",meditation,salt baths,reduce stress,get proper sleep
Migraine,"A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.",9,"acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances",acidity,,,,,,,,,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances,3.5555555555555554,5.0,2.0,,,,,,,,,3,5.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,32.0,3.5555555555555554,5.0,2.0,32.0,1.0137937550497031,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",meditation,reduce stress,use poloroid glasses in sun,consult doctor
Cervical spondylosis,"Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",5,"back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance",back_pain,,,,,,,,,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,,,,,4.6,7.0,3.0,,,,,,,,,3,7.0,5.0,4.0,4.0,,,,,23.0,4.6,7.0,3.0,23.0,1.51657508881031,"use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Paralysis (brain hemorrhage),"Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",4,"vomiting, headache, weakness_of_one_body_side, altered_sensorium",vomiting,,,,,,,,,headache,weakness_of_one_body_side,altered_sensorium,,,,,,3.5,5.0,2.0,,,,,,,,,5,3.0,4.0,2.0,,,,,,14.0,3.5,5.0,2.0,14.0,1.2909944487358056,"massage, eat healthy, exercise, consult doctor",massage,eat healthy,exercise,consult doctor
Jaundice,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",8,"itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain",itching,,,,,,,,,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain,,3.875,7.0,1.0,,,,,,,,,1,5.0,4.0,3.0,7.0,3.0,4.0,4.0,,31.0,3.875,7.0,1.0,31.0,1.7268882005337975,"drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
Malaria,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,8,"chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain",chills,,,,,,,,,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,,4.25,7.0,2.0,,,,,,,,,3,5.0,7.0,3.0,3.0,5.0,6.0,2.0,,34.0,4.25,7.0,2.0,34.0,1.7525491637693282,"Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out",Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
Chicken pox,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",11,"itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body",itching,malaise,red_spots_over_body,,,,,,,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,4.0,7.0,1.0,6.0,3.0,,,,,,,1,3.0,4.0,2.0,7.0,3.0,4.0,5.0,6.0,44.0,4.0,7.0,1.0,44.0,1.8439088914585775,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",use neem in bathing ,consume neem leaves,take vaccine,avoid public places
Dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",14,"skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",skin_rash,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,,,,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,3.9285714285714284,7.0,2.0,4.0,3.0,6.0,2.0,3.0,,,,3,3.0,3.0,5.0,4.0,7.0,3.0,5.0,4.0,55.0,3.9285714285714284,7.0,2.0,55.0,1.3847680013570567,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
Typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",11,"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain",chills,toxic_look_(typhos),belly_pain,,,,,,,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,4.545454545454546,7.0,3.0,5.0,4.0,,,,,,,3,5.0,4.0,7.0,3.0,5.0,4.0,4.0,6.0,50.0,4.545454545454546,7.0,3.0,50.0,1.2135597524338357,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,11,"joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain",joint_pain,yellowing_of_eyes,muscle_pain,,,,,,,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,4.090909090909091,6.0,2.0,4.0,2.0,,,,,,,3,5.0,3.0,4.0,5.0,4.0,4.0,6.0,5.0,45.0,4.090909090909091,6.0,2.0,45.0,1.1361818036340359,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
Hepatitis B,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.",12,"itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections",itching,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,3.5833333333333335,6.0,1.0,6.0,5.0,2.0,,,,,,1,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,43.0,3.5833333333333335,6.0,1.0,43.0,1.378954368902449,"consult nearest hospital, vaccination, eat healthy, medication",consult nearest hospital,vaccination,eat healthy,medication
Hepatitis C,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",6,"fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history",fatigue,,,,,,,,,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,,,,4.166666666666667,5.0,3.0,,,,,,,,,4,3.0,5.0,4.0,4.0,5.0,,,,25.0,4.166666666666667,5.0,3.0,25.0,0.752772652709081,"Consult nearest hospital, vaccination, eat healthy, medication",Consult nearest hospital,vaccination,eat healthy,medication
Hepatitis D,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",9,"joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes",joint_pain,,,,,,,,,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,4.0,5.0,3.0,,,,,,,,,3,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,36.0,4.0,5.0,3.0,36.0,0.7071067811865476,"consult doctor, medication, eat healthy, follow up",consult doctor,medication,eat healthy,follow up
Hepatitis E,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,13,"joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding",joint_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,4.769230769230769,7.0,3.0,4.0,6.0,7.0,6.0,,,,,3,5.0,4.0,7.0,3.0,4.0,5.0,4.0,4.0,62.0,4.769230769230769,7.0,3.0,62.0,1.3634420996046581,"stop alcohol consumption, rest, consult doctor, medication",stop alcohol consumption,rest,consult doctor,medication
Alcoholic hepatitis,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol",7,"vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload",vomiting,,,,,,,,,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,4.571428571428571,7.0,3.0,,,,,,,,,5,3.0,4.0,7.0,4.0,5.0,4.0,,,32.0,4.571428571428571,7.0,3.0,32.0,1.2724180205607034,"stop alcohol consumption, consult doctor, medication, follow up",stop alcohol consumption,consult doctor,medication,follow up
Tuberculosis,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis.",16,"chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum",chills,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum,,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,4.6875,7.0,3.0,5.0,4.0,6.0,6.0,5.0,7.0,5.0,,3,5.0,4.0,3.0,4.0,7.0,4.0,3.0,4.0,75.0,4.6875,7.0,3.0,75.0,1.3022416570411703,"cover mouth, consult doctor, medication, rest",cover mouth,consult doctor,medication,rest
Common Cold,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.",17,"continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain",continuous_sneezing,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,4.529411764705882,7.0,2.0,4.0,5.0,4.0,5.0,5.0,7.0,3.0,2.0,4,3.0,4.0,4.0,7.0,3.0,6.0,6.0,5.0,77.0,4.529411764705882,7.0,2.0,77.0,1.4194033543545475,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check
Pneumonia,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",11,"chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum",chills,fast_heart_rate,rusty_sputum,,,,,,,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,4.7272727272727275,7.0,3.0,5.0,4.0,,,,,,,3,4.0,4.0,7.0,4.0,3.0,6.0,5.0,7.0,52.0,4.7272727272727275,7.0,3.0,52.0,1.4206272622267313,"consult doctor, medication, rest, follow up",consult doctor,medication,rest,follow up
Dimorphic hemmorhoids(piles),,5,"constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus",constipation,,,,,,,,,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,5.2,6.0,4.0,,,,,,,,,4,5.0,6.0,5.0,6.0,,,,,26.0,5.2,6.0,4.0,26.0,0.8366600265340756,"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
Heart attack,"The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",4,"vomiting, breathlessness, sweating, chest_pain",vomiting,,,,,,,,,breathlessness,sweating,chest_pain,,,,,,4.75,7.0,3.0,,,,,,,,,5,4.0,3.0,7.0,,,,,,19.0,4.75,7.0,3.0,19.0,1.707825127659933,"call ambulance, chew or swallow asprin, keep calm",call ambulance,chew or swallow asprin,keep calm,
Varicose veins,"A vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. Varicose veins are most common in older adults, particularly women, and occur especially on the legs.",7,"fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf",fatigue,,,,,,,,,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,,,4.571428571428571,6.0,4.0,,,,,,,,,4,4.0,4.0,4.0,5.0,5.0,6.0,,,32.0,4.571428571428571,6.0,4.0,32.0,0.7867957924694432,"lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
Hypothyroidism,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone.",13,"fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation",fatigue,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,4.076923076923077,6.0,2.0,5.0,3.0,2.0,6.0,,,,,4,3.0,5.0,3.0,2.0,4.0,5.0,6.0,5.0,53.0,4.076923076923077,6.0,2.0,53.0,1.3821202589704018,"reduce stress, exercise, eat healthy, get proper sleep",reduce stress,exercise,eat healthy,get proper sleep
Hyperthyroidism,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat.",11,"fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation",fatigue,irritability,abnormal_menstruation,,,,,,,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,3.909090909090909,6.0,2.0,2.0,6.0,,,,,,,4,3.0,3.0,5.0,3.0,6.0,5.0,4.0,2.0,43.0,3.909090909090909,6.0,2.0,43.0,1.4459976109624424,"eat healthy, massage, use lemon balm, take radioactive iodine treatment",eat healthy,massage,use lemon balm,take radioactive iodine treatment
Hypoglycemia, Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions — many rare — can cause low blood sugar in people who don't have diabetes.,12,"vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations",vomiting,slurred_speech,irritability,palpitations,,,,,,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,3.9166666666666665,5.0,2.0,4.0,2.0,4.0,,,,,,5,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,47.0,3.9166666666666665,5.0,2.0,47.0,0.90033663737852,"lie down on side, check in pulse, drink sugary drinks, consult doctor",lie down on side,check in pulse,drink sugary drinks,consult doctor
Osteoarthristis,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time.",6,"joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking",joint_pain,,,,,,,,,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,,,,3.3333333333333335,5.0,2.0,,,,,,,,,3,5.0,3.0,2.0,5.0,2.0,,,,20.0,3.3333333333333335,5.0,2.0,20.0,1.3662601021279464,"acetaminophen, consult nearest hospital, follow up, salt baths",acetaminophen,consult nearest hospital,follow up,salt baths
Arthritis,"Arthritis is the swelling and tenderness of one or more of your joints. The main symptoms of arthritis are joint pain and stiffness, which typically worsen with age. The most common types of arthritis are osteoarthritis and rheumatoid arthritis.",5,"muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking",muscle_weakness,,,,,,,,,stiff_neck,swelling_joints,movement_stiffness,painful_walking,,,,,3.6,5.0,2.0,,,,,,,,,2,4.0,5.0,5.0,2.0,,,,,18.0,3.6,5.0,2.0,18.0,1.5165750888103102,"exercise, use hot and cold therapy, try acupuncture, massage",exercise,use hot and cold therapy,try acupuncture,massage
(vertigo) Paroymsal  Positional Vertigo,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo — the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.,6,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness",vomiting,,,,,,,,,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,4.5,6.0,3.0,,,,,,,,,5,3.0,5.0,6.0,4.0,4.0,,,,27.0,4.5,6.0,3.0,27.0,1.0488088481701516,"lie down, avoid sudden change in body, avoid abrupt head movment, relax",lie down,avoid sudden change in body,avoid abrupt head movment,relax
